predict_day,user,window,true_mood,mood,arousal,valence,activity,screen,communication,office,social,travel,gsm,amusement,system
2014-03-26,AS14.17,2014-03-25-2014-03-25,7.2,7.5,0.5,1.0,0.06202266865015755,0.04048746527345093,0.0149196412037037,0.003117152777777777,0.015902152777777782,0.0,0.0,0.020736701388888883,0.0016109490740740743
2014-03-27,AS14.17,2014-03-26-2014-03-26,7.2,7.2,0.2,0.8,0.06853709704220674,0.08194005788752333,0.01975685185185186,0.0,0.0170044212962963,0.0,0.2,0.035532893518518516,0.00798645833333333
2014-03-28,AS14.17,2014-03-27-2014-03-27,7.2,7.2,0.4,0.6,0.0906331678707439,0.06742050927546288,0.0565989699074074,0.0,0.01736701388888889,0.003045914351851852,0.0,0.023569375,0.007684965277777779
2014-03-29,AS14.17,2014-03-28-2014-03-28,6.8,7.2,0.6,1.0,0.2510368299862318,0.10914601852772404,0.04564177083333332,0.0003486226851851852,0.013442245370370372,0.0038188657407407407,0.1,0.009155254629629628,0.004358333333333336
2014-03-30,AS14.17,2014-03-29-2014-03-29,8.0,6.8,0.6,0.6,0.2092882156846513,0.06646560187141101,0.01627094907407407,0.0,0.029318171296296294,0.0022621180555555554,0.9,0.01944840277777777,0.006849074074074072
2014-03-31,AS14.17,2014-03-30-2014-03-30,7.25,8.0,1.0,1.0,0.008333333333333333,0.006846458329646679,0.003552673611111112,0.0,0.001301886574074074,0.000691724537037037,0.0,0.0,0.0013036342592592592
2014-04-01,AS14.17,2014-03-31-2014-03-31,7.4,7.25,0.5,1.0,0.09798605176533888,0.06754253473822715,0.017617372685185182,0.0,0.03206252314814815,0.09484498842592592,0.0,0.01078800925925926,0.0074271643518518515
2014-04-02,AS14.17,2014-04-01-2014-04-01,7.5,7.4,0.6,1.0,0.14677639218080402,0.0652824768644792,0.04668606481481481,0.009140393518518518,0.012881759259259258,0.0015946875,0.6,0.02443444444444444,0.01228855324074074
2014-04-03,AS14.17,2014-04-02-2014-04-02,7.2,7.5,0.25,0.75,0.09017666475035048,0.0856684722171889,0.00910155092592593,0.0019304861111111113,0.016893495370370368,0.0017425231481481476,0.1,0.01988516203703704,0.013875497685185178
2014-04-04,AS14.17,2014-04-03-2014-04-03,7.0,7.2,0.2,1.0,0.12420343137254902,0.08676956019743721,0.02756422453703704,0.0004194791666666667,0.01678246527777778,0.0014860879629629634,0.2,0.026677546296296296,0.0166886574074074
2014-04-05,AS14.17,2014-04-04-2014-04-04,7.0,7.0,-0.6,0.8,0.15983601774042955,0.052642025483979116,0.008255497685185185,0.0007761458333333334,0.013347476851851852,0.0,0.2,0.021933483796296296,0.0030878819444444447
2014-04-06,AS14.17,2014-04-05-2014-04-05,7.25,7.0,0.2,1.0,0.1891397978683,0.04922171297172704,0.02098071759259259,0.0,0.004618703703703704,0.0001833680555555556,0.6,0.009010555555555556,0.0028124652777777783
2014-04-07,AS14.17,2014-04-06-2014-04-06,7.0,7.25,0.25,1.25,0.03688805922779405,0.04350824073508936,0.007760567129629629,0.0,0.006228819444444444,0.0,0.1,0.021107233796296296,0.001710636574074074
2014-04-08,AS14.17,2014-04-07-2014-04-07,7.0,7.0,1.0,1.0,0.04899951284861772,0.10015244213519267,0.01082885416666667,0.0,0.014245300925925929,0.0,0.0,0.013482314814814815,0.0019347453703703692
2014-04-09,AS14.17,2014-04-08-2014-04-08,7.0,7.0,0.4,1.0,0.026065395166330985,0.122619143511962,0.03522125,0.01047474537037037,0.016129328703703698,0.003272060185185185,0.4,0.027460798611111108,0.028647650462962963
2014-04-10,AS14.17,2014-04-09-2014-04-09,6.75,7.0,0.25,1.0,0.10923143184508,0.07771612268079213,0.019838125,0.004377337962962963,0.009413819444444442,0.0030761342592592602,0.0,0.0504510300925926,0.006633946759259257
2014-04-11,AS14.17,2014-04-10-2014-04-10,7.2,6.75,1.0,1.0,0.1007738835024844,0.09407348379492766,0.039120289351851856,0.0005931944444444444,0.022378472222222227,0.0020021875,0.0,0.029143125000000013,0.006604224537037037
2014-04-12,AS14.17,2014-04-11-2014-04-11,7.2,7.2,0.4,1.0,0.2073736502423656,0.0423667013893525,0.0057394907407407394,0.0,0.016634201388888898,0.001633206018518518,0.0,0.011019039351851851,0.013080208333333327
2014-04-13,AS14.17,2014-04-12-2014-04-12,7.2,7.2,0.4,1.0,0.1659532018869328,0.05430074073374275,0.012973692129629628,0.0,0.012708194444444449,0.0,0.0,0.019538078703703703,0.013012673611111109
2014-04-14,AS14.17,2014-04-13-2014-04-13,7.0,7.2,-0.2,1.0,0.0756640189523358,0.09185010416364227,0.01610327546296296,0.0,0.02979234953703704,0.0023844212962962964,0.0,0.036117511574074085,0.0072516550925925925
2014-04-15,AS14.17,2014-04-14-2014-04-14,7.0,7.0,0.8,1.0,0.0851143385464617,0.018732534715974768,0.004390347222222221,0.0017228009259259258,0.0036987268518518523,0.003141504629629629,0.1,0.0,0.005312847222222221
2014-04-16,AS14.17,2014-04-15-2014-04-15,7.2,7.0,0.4,1.0,0.10223628470884813,0.09428959490248442,0.07575024305555557,0.00015192129629629632,0.01743627314814815,0.0009556944444444443,0.1,0.021266863425925927,0.012415856481481479
2014-04-17,AS14.17,2014-04-16-2014-04-16,7.0,7.2,0.8,1.0,0.11137417839840907,0.07110101854911552,0.04113534722222227,0.0006395486111111112,0.011844803240740744,0.0022721412037037037,0.3,0.008830266203703706,0.00825609953703703
2014-04-26,AS14.17,2014-04-25-2014-04-25,8.0,7.2,0.4,1.0,0.20366097979108125,0.046204490733367416,0.050537847222222224,0.004077743055555557,0.0038571296296296322,0.012911157407407406,0.5,0.017305231481481474,0.009884108796296295
2014-04-27,AS14.17,2014-04-26-2014-04-26,7.2,8.0,1.0,1.0,0.1868376213455872,0.02094335645713189,0.031129745370370363,0.0,0.0014423726851851852,0.0,0.1,0.0,0.008288032407407405
2014-04-28,AS14.17,2014-04-27-2014-04-27,6.75,7.2,1.0,1.0,0.10881482413902194,0.05775206018101285,0.03806611111111111,0.0,0.024780347222222214,0.00031615740740740736,0.2,0.01000048611111111,0.15762925925925925
2014-04-29,AS14.17,2014-04-28-2014-04-28,7.0,6.75,0.75,0.3333333333333333,0.09738745436440813,0.0604117823999237,0.02671291666666668,0.0029994444444444443,0.008910590277777778,0.009555347222222222,0.0,0.0155762037037037,0.003898738425925925
2014-04-30,AS14.17,2014-04-29-2014-04-29,7.0,7.0,0.8,1.0,0.11043061827109142,0.06249899303747549,0.024052210648148147,0.0,0.012301909722222223,0.019781180555555555,0.0,0.0186146875,0.005318958333333334
2014-05-01,AS14.17,2014-04-30-2014-04-30,8.0,7.0,1.0,1.0,0.12463316853668994,0.03801914351405922,0.038065439814814826,0.0,0.008785092592592596,0.004536388888888889,0.0,0.0012632986111111113,0.13334189814814815
2014-05-02,AS14.17,2014-05-01-2014-05-01,7.0,8.0,1.0,1.0,0.08234652506199254,0.07654026620090006,0.010657881944444444,0.0,0.000902997685185185,0.0,0.1,0.06223807870370372,0.003306377314814816
2014-05-03,AS14.17,2014-05-02-2014-05-02,7.25,7.0,1.0,1.0,0.2584648893316641,0.03295318288383658,0.013886863425925931,0.0,0.008272372685185188,0.01061695601851852,0.1,0.0,0.06831773148148143
